airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,route,duration_category,price
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,13.75,41,Chennai → Bangalore,Very Long (>12h),60260
Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,Business,24.0,29,Bangalore → Mumbai,Very Long (>12h),48289
Indigo,6E-6488,Kolkata,Morning,one,Evening,Delhi,Economy,6.92,8,Kolkata → Delhi,Long (6-12h),6489
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,30,Delhi → Chennai,Long (6-12h),4979
GO_FIRST,G8-626,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,11.33,25,Kolkata → Delhi,Long (6-12h),4549
Air_India,AI-770,Kolkata,Night,one,Night,Hyderabad,Economy,27.08,17,Kolkata → Hyderabad,Very Long (>12h),5144
Vistara,UK-870,Hyderabad,Night,one,Evening,Chennai,Business,19.75,6,Hyderabad → Chennai,Very Long (>12h),51707
SpiceJet,SG-3283,Hyderabad,Evening,one,Evening,Delhi,Economy,26.83,31,Hyderabad → Delhi,Very Long (>12h),10121
Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Business,16.83,48,Bangalore → Delhi,Very Long (>12h),42521
Indigo,6E-2479,Delhi,Morning,one,Evening,Chennai,Economy,8.92,43,Delhi → Chennai,Long (6-12h),2050
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.42,39,Bangalore → Delhi,Long (6-12h),54841
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.17,36,Mumbai → Bangalore,Very Long (>12h),69168
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,6.75,28,Bangalore → Mumbai,Long (6-12h),6568
Indigo,6E-255,Bangalore,Morning,one,Evening,Kolkata,Economy,8.92,40,Bangalore → Kolkata,Long (6-12h),3393
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.25,28,Mumbai → Delhi,Short (<3h),22140
GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,31,Delhi → Mumbai,Long (6-12h),5806
SpiceJet,SG-242,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,22,Kolkata → Mumbai,Short (<3h),5017
Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,39,Delhi → Hyderabad,Short (<3h),3433
Indigo,6E-6215,Chennai,Evening,one,Late_Night,Delhi,Economy,6.58,22,Chennai → Delhi,Long (6-12h),3625
Air_India,AI-616,Hyderabad,Morning,one,Morning,Bangalore,Economy,26.75,47,Hyderabad → Bangalore,Very Long (>12h),4054
Air_India,AI-559,Hyderabad,Early_Morning,two_or_more,Evening,Bangalore,Economy,9.75,13,Hyderabad → Bangalore,Long (6-12h),14848
Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,13.75,40,Bangalore → Delhi,Very Long (>12h),57081
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,40,Delhi → Bangalore,Very Long (>12h),52522
Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.0,31,Delhi → Mumbai,Medium (3-6h),2410
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,13,Delhi → Bangalore,Medium (3-6h),10680
Vistara,UK-861,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.33,45,Mumbai → Delhi,Long (6-12h),47429
Air_India,AI-424,Kolkata,Afternoon,one,Morning,Mumbai,Business,19.58,6,Kolkata → Mumbai,Very Long (>12h),50271
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,42,Delhi → Hyderabad,Long (6-12h),46097
Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,Economy,15.17,37,Mumbai → Chennai,Very Long (>12h),5677
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,13,Delhi → Hyderabad,Short (<3h),5955
Indigo,6E-6277,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,10.67,30,Hyderabad → Delhi,Long (6-12h),4746
Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,38,Delhi → Kolkata,Medium (3-6h),4652
Vistara,UK-832,Chennai,Early_Morning,one,Morning,Kolkata,Economy,25.67,18,Chennai → Kolkata,Very Long (>12h),5937
Indigo,6E-7292,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.33,40,Mumbai → Bangalore,Long (6-12h),2124
Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Business,5.5,34,Kolkata → Chennai,Medium (3-6h),55502
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,17.25,22,Mumbai → Bangalore,Very Long (>12h),7135
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,11.92,31,Bangalore → Hyderabad,Long (6-12h),37985
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Business,18.5,38,Mumbai → Bangalore,Very Long (>12h),54608
GO_FIRST,G8-339,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,14.0,19,Mumbai → Kolkata,Very Long (>12h),5817
Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,41,Delhi → Bangalore,Short (<3h),32859
Vistara,UK-825,Mumbai,Morning,one,Night,Delhi,Business,14.17,5,Mumbai → Delhi,Very Long (>12h),51372
Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,24,Delhi → Bangalore,Medium (3-6h),48234
Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Economy,11.33,24,Chennai → Bangalore,Long (6-12h),8414
GO_FIRST,G8-365,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.67,39,Mumbai → Bangalore,Medium (3-6h),4618
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,24.08,49,Mumbai → Kolkata,Very Long (>12h),6601
GO_FIRST,G8-7548,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.67,13,Bangalore → Chennai,Very Long (>12h),10605
Vistara,UK-877,Mumbai,Morning,zero,Afternoon,Hyderabad,Economy,1.5,25,Mumbai → Hyderabad,Short (<3h),3450
Indigo,6E-6212,Bangalore,Morning,one,Evening,Kolkata,Economy,6.67,47,Bangalore → Kolkata,Long (6-12h),3856
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,26.25,39,Kolkata → Bangalore,Very Long (>12h),6195
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,29,Hyderabad → Mumbai,Long (6-12h),4975
Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,18,Chennai → Mumbai,Short (<3h),23838
GO_FIRST,G8-395,Bangalore,Morning,one,Evening,Delhi,Economy,8.42,30,Bangalore → Delhi,Long (6-12h),4028
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Business,13.75,33,Mumbai → Chennai,Very Long (>12h),57453
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Business,12.0,16,Mumbai → Chennai,Long (6-12h),49613
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,16.08,21,Kolkata → Delhi,Very Long (>12h),7145
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,14.08,49,Bangalore → Mumbai,Very Long (>12h),67004
Vistara,UK-772,Kolkata,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.83,45,Kolkata → Hyderabad,Very Long (>12h),7572
Indigo,6E-847,Chennai,Evening,one,Night,Kolkata,Economy,6.25,32,Chennai → Kolkata,Long (6-12h),2359
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,7,Hyderabad → Bangalore,Very Long (>12h),13168
Air_India,AI-888,Mumbai,Evening,one,Night,Bangalore,Business,25.08,41,Mumbai → Bangalore,Very Long (>12h),54608
SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,5,Delhi → Mumbai,Short (<3h),5953
Indigo,6E-198,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,14,Delhi → Bangalore,Long (6-12h),9735
Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,47,Bangalore → Mumbai,Short (<3h),2208
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,16.58,22,Kolkata → Hyderabad,Very Long (>12h),5670
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,5.25,49,Kolkata → Bangalore,Medium (3-6h),6195
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,7.0,37,Hyderabad → Bangalore,Long (6-12h),7196
Vistara,UK-853,Mumbai,Afternoon,one,Night,Hyderabad,Economy,4.92,23,Mumbai → Hyderabad,Medium (3-6h),3334
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,12.08,19,Hyderabad → Delhi,Very Long (>12h),62067
Air_India,AI-631,Mumbai,Evening,two_or_more,Late_Night,Bangalore,Economy,28.83,20,Mumbai → Bangalore,Very Long (>12h),8186
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.0,37,Bangalore → Hyderabad,Short (<3h),1714
Indigo,6E-331,Mumbai,Evening,one,Late_Night,Kolkata,Economy,5.33,21,Mumbai → Kolkata,Medium (3-6h),5012
Vistara,UK-865,Mumbai,Evening,one,Night,Hyderabad,Economy,25.75,33,Mumbai → Hyderabad,Very Long (>12h),3334
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Business,5.42,21,Kolkata → Hyderabad,Medium (3-6h),52175
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,11.92,41,Bangalore → Hyderabad,Long (6-12h),56588
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,18,Mumbai → Kolkata,Very Long (>12h),49725
Air_India,AI-839,Delhi,Night,one,Night,Bangalore,Economy,25.08,48,Delhi → Bangalore,Very Long (>12h),3621
Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.75,15,Hyderabad → Delhi,Long (6-12h),9073
Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Business,12.42,47,Kolkata → Bangalore,Very Long (>12h),60978
Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Mumbai,Economy,8.42,20,Kolkata → Mumbai,Long (6-12h),4912
GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,16,Delhi → Kolkata,Very Long (>12h),5954
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,29.83,45,Mumbai → Bangalore,Very Long (>12h),7446
Air_India,AI-809,Mumbai,Morning,one,Morning,Hyderabad,Economy,23.92,47,Mumbai → Hyderabad,Very Long (>12h),5625
Indigo,6E-796,Chennai,Night,zero,Late_Night,Delhi,Economy,2.83,39,Chennai → Delhi,Short (<3h),2329
SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,26,Mumbai → Delhi,Medium (3-6h),3512
Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,8.83,25,Chennai → Kolkata,Long (6-12h),57057
Air_India,AI-839,Delhi,Night,one,Morning,Mumbai,Business,12.25,29,Delhi → Mumbai,Very Long (>12h),41113
Vistara,UK-960,Mumbai,Morning,one,Night,Hyderabad,Economy,11.0,9,Mumbai → Hyderabad,Long (6-12h),9879
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,18,Mumbai → Bangalore,Long (6-12h),5102
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,45,Mumbai → Bangalore,Long (6-12h),54608
AirAsia,I5-1229,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,16,Bangalore → Delhi,Long (6-12h),2723
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.75,18,Mumbai → Delhi,Long (6-12h),51372
Air_India,AI-615,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.5,21,Mumbai → Hyderabad,Short (<3h),2111
Vistara,UK-876,Hyderabad,Night,one,Evening,Chennai,Business,22.33,23,Hyderabad → Chennai,Very Long (>12h),41314
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,6,Mumbai → Delhi,Short (<3h),5943
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Business,17.25,47,Hyderabad → Bangalore,Very Long (>12h),56590
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,4,Mumbai → Delhi,Short (<3h),30080
AirAsia,I5-721,Delhi,Night,one,Morning,Hyderabad,Economy,12.0,18,Delhi → Hyderabad,Long (6-12h),2050
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,16,Mumbai → Kolkata,Very Long (>12h),4977
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Business,5.5,44,Delhi → Mumbai,Medium (3-6h),60601
Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Business,26.67,7,Delhi → Mumbai,Very Long (>12h),37417
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,17,Mumbai → Delhi,Very Long (>12h),2336
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,9.58,45,Hyderabad → Bangalore,Long (6-12h),56590
Air_India,AI-9893,Hyderabad,Early_Morning,zero,Early_Morning,Chennai,Economy,1.5,42,Hyderabad → Chennai,Short (<3h),1776
AirAsia,I5-2991,Kolkata,Night,one,Morning,Hyderabad,Economy,11.17,46,Kolkata → Hyderabad,Long (6-12h),4589
Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Business,18.92,41,Delhi → Mumbai,Very Long (>12h),32646
Vistara,UK-778,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,16.58,27,Kolkata → Mumbai,Very Long (>12h),6067
Indigo,6E-626,Hyderabad,Afternoon,one,Evening,Chennai,Economy,4.33,9,Hyderabad → Chennai,Medium (3-6h),4453
Indigo,6E-5375,Mumbai,Evening,zero,Evening,Chennai,Economy,1.83,11,Mumbai → Chennai,Short (<3h),6153
SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,2,Chennai → Mumbai,Short (<3h),5881
Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,17.5,31,Delhi → Bangalore,Very Long (>12h),4041
Vistara,UK-893,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.75,26,Bangalore → Delhi,Very Long (>12h),3346
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.08,30,Bangalore → Hyderabad,Very Long (>12h),5006
Vistara,UK-893,Bangalore,Evening,one,Night,Delhi,Economy,26.92,34,Bangalore → Delhi,Very Long (>12h),3346
Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,9.33,29,Mumbai → Delhi,Long (6-12h),41269
Indigo,6E-711,Mumbai,Afternoon,one,Night,Chennai,Economy,7.58,34,Mumbai → Chennai,Long (6-12h),10301
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,18,Delhi → Hyderabad,Very Long (>12h),5772
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,4,Chennai → Mumbai,Very Long (>12h),49553
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,23,Delhi → Mumbai,Very Long (>12h),41281
Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,5,Delhi → Mumbai,Very Long (>12h),22755
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Business,12.33,38,Mumbai → Delhi,Very Long (>12h),59021
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,28,Chennai → Mumbai,Very Long (>12h),31622
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,39,Delhi → Bangalore,Long (6-12h),42457
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,15.75,49,Hyderabad → Mumbai,Very Long (>12h),3571
Indigo,6E-6137,Chennai,Morning,one,Afternoon,Delhi,Economy,5.83,7,Chennai → Delhi,Medium (3-6h),7877
Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Economy,22.25,25,Chennai → Bangalore,Very Long (>12h),4755
Vistara,UK-898,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,8.83,28,Hyderabad → Mumbai,Long (6-12h),7890
GO_FIRST,G8-7538,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.5,17,Mumbai → Kolkata,Very Long (>12h),5817
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Business,16.17,39,Bangalore → Kolkata,Very Long (>12h),60508
Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,15,Delhi → Kolkata,Very Long (>12h),6626
Air_India,AI-604,Bangalore,Morning,one,Night,Delhi,Business,12.67,46,Bangalore → Delhi,Very Long (>12h),42521
AirAsia,I5-582,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,13.17,17,Kolkata → Mumbai,Very Long (>12h),3987
Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Economy,23.0,18,Hyderabad → Kolkata,Very Long (>12h),6170
Indigo,6E-519,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.5,3,Mumbai → Kolkata,Long (6-12h),13083
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,20,Delhi → Kolkata,Very Long (>12h),4417
Indigo,6E-725,Kolkata,Evening,one,Late_Night,Bangalore,Economy,5.17,31,Kolkata → Bangalore,Medium (3-6h),4710
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Kolkata,Business,14.75,27,Bangalore → Kolkata,Very Long (>12h),60508
Air_India,AI-545,Chennai,Evening,one,Morning,Kolkata,Economy,12.92,45,Chennai → Kolkata,Very Long (>12h),3342
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,15.5,19,Kolkata → Bangalore,Very Long (>12h),60978
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,23,Mumbai → Delhi,Very Long (>12h),2336
Air_India,AI-765,Kolkata,Afternoon,one,Night,Hyderabad,Business,5.92,45,Kolkata → Hyderabad,Medium (3-6h),35288
Air_India,AI-506,Delhi,Morning,one,Morning,Hyderabad,Business,23.08,20,Delhi → Hyderabad,Very Long (>12h),44405
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.17,20,Kolkata → Chennai,Long (6-12h),6009
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Business,9.42,37,Mumbai → Delhi,Long (6-12h),44610
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,6.5,27,Kolkata → Delhi,Long (6-12h),66063
Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Business,12.67,6,Mumbai → Delhi,Very Long (>12h),53152
Air_India,AI-542,Delhi,Morning,one,Morning,Mumbai,Business,23.92,44,Delhi → Mumbai,Very Long (>12h),41113
Indigo,6E-2043,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.17,25,Delhi → Kolkata,Medium (3-6h),4130
Air_India,AI-698,Hyderabad,Night,zero,Night,Mumbai,Economy,1.67,7,Hyderabad → Mumbai,Short (<3h),8653
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Chennai,Economy,11.75,34,Hyderabad → Chennai,Long (6-12h),7677
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Business,12.0,18,Kolkata → Chennai,Long (6-12h),55983
Air_India,AI-840,Hyderabad,Night,one,Evening,Chennai,Economy,22.17,15,Hyderabad → Chennai,Very Long (>12h),11446
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,12.08,10,Bangalore → Mumbai,Very Long (>12h),54684
AirAsia,I5-557,Chennai,Night,one,Morning,Delhi,Economy,10.25,38,Chennai → Delhi,Long (6-12h),2477
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,42,Kolkata → Hyderabad,Medium (3-6h),4367
Indigo,6E-2169,Delhi,Evening,zero,Night,Chennai,Economy,2.92,47,Delhi → Chennai,Short (<3h),2637
Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Economy,12.67,13,Kolkata → Chennai,Very Long (>12h),11675
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.75,22,Bangalore → Kolkata,Long (6-12h),6186
Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,17,Bangalore → Mumbai,Short (<3h),20760
Indigo,6E-6324,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,8.58,11,Kolkata → Hyderabad,Long (6-12h),11949
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Business,11.67,5,Mumbai → Delhi,Long (6-12h),47205
Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Economy,26.17,10,Mumbai → Bangalore,Very Long (>12h),16233
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,7.75,30,Mumbai → Kolkata,Long (6-12h),6224
SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,45,Delhi → Kolkata,Medium (3-6h),9100
Indigo,6E-269,Chennai,Morning,one,Evening,Kolkata,Economy,9.33,3,Chennai → Kolkata,Long (6-12h),8239
Air_India,AI-611,Mumbai,Morning,one,Evening,Delhi,Economy,6.83,46,Mumbai → Delhi,Long (6-12h),3542
Indigo,6E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,11,Delhi → Kolkata,Medium (3-6h),6443
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.92,28,Chennai → Mumbai,Very Long (>12h),4413
SpiceJet,SG-732,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.25,24,Hyderabad → Chennai,Short (<3h),2247
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,Economy,19.25,1,Mumbai → Chennai,Very Long (>12h),14074
GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,45,Bangalore → Delhi,Long (6-12h),3466
Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,21,Delhi → Mumbai,Medium (3-6h),4380
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,9.0,38,Bangalore → Hyderabad,Long (6-12h),56588
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Business,13.08,39,Delhi → Mumbai,Very Long (>12h),51384
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,26,Kolkata → Mumbai,Very Long (>12h),5523
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,10.92,37,Chennai → Delhi,Long (6-12h),4971
AirAsia,I5-2991,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.75,30,Kolkata → Bangalore,Short (<3h),3862
Indigo,6E-893,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.0,41,Kolkata → Chennai,Medium (3-6h),3015
Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Economy,5.75,20,Chennai → Mumbai,Medium (3-6h),4637
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.67,48,Hyderabad → Chennai,Long (6-12h),7702
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,13.75,22,Kolkata → Delhi,Very Long (>12h),6461
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08,13,Mumbai → Kolkata,Very Long (>12h),11508
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Delhi,Business,16.5,17,Bangalore → Delhi,Very Long (>12h),35554
Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,39,Bangalore → Delhi,Short (<3h),4500
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,9.0,13,Hyderabad → Delhi,Long (6-12h),54115
AirAsia,I5-582,Kolkata,Morning,one,Evening,Bangalore,Economy,9.25,41,Kolkata → Bangalore,Long (6-12h),3862
Indigo,6E-7223,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,10.33,14,Bangalore → Delhi,Long (6-12h),15311
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,8.75,49,Bangalore → Chennai,Long (6-12h),60396
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,11.42,23,Bangalore → Kolkata,Long (6-12h),51817
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,6.5,42,Kolkata → Delhi,Long (6-12h),66063
Vistara,UK-898,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,6.5,37,Hyderabad → Delhi,Long (6-12h),5823
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,8.33,47,Chennai → Delhi,Long (6-12h),5206
Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Economy,15.25,12,Chennai → Hyderabad,Very Long (>12h),9768
AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.0,38,Delhi → Kolkata,Very Long (>12h),4915
SpiceJet,SG-4010,Chennai,Morning,one,Late_Night,Delhi,Economy,16.25,36,Chennai → Delhi,Very Long (>12h),5388
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,31,Delhi → Kolkata,Short (<3h),2903
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Business,16.58,26,Bangalore → Delhi,Very Long (>12h),57081
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Business,19.33,22,Mumbai → Kolkata,Very Long (>12h),49725
Indigo,6E-752,Hyderabad,Early_Morning,one,Evening,Chennai,Economy,9.5,38,Hyderabad → Chennai,Long (6-12h),4776
Indigo,6E-638,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.75,6,Bangalore → Delhi,Medium (3-6h),10271
Indigo,6E-135,Kolkata,Morning,one,Night,Bangalore,Economy,10.25,33,Kolkata → Bangalore,Long (6-12h),4944
Vistara,UK-655,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.25,33,Mumbai → Chennai,Long (6-12h),6679
Indigo,6E-438,Hyderabad,Evening,zero,Night,Chennai,Economy,1.25,8,Hyderabad → Chennai,Short (<3h),6028
Indigo,6E-534,Kolkata,Evening,one,Night,Chennai,Economy,5.33,33,Kolkata → Chennai,Medium (3-6h),3015
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.25,4,Kolkata → Bangalore,Very Long (>12h),60978
Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,19,Delhi → Bangalore,Long (6-12h),3671
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.42,5,Chennai → Mumbai,Very Long (>12h),10643
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,27.92,43,Hyderabad → Kolkata,Very Long (>12h),7767
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.17,34,Mumbai → Kolkata,Long (6-12h),5949
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,3,Bangalore → Delhi,Very Long (>12h),17832
Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Business,21.5,29,Hyderabad → Kolkata,Very Long (>12h),66234
